UDI,Product_ID,Type,Air_temperature_K_,Process_temperature_K_,Rotational_speed_rpm_,Torque_Nm_,Tool_wear_min_,Failure_Type
454,SM 3,L,297.4,308.7,1510,36.2,92,No Failure
455,SM 3,L,297.4,308.7,1468,46.6,94,No Failure
456,SM 3,L,297.4,308.7,1429,57.4,96,No Failure
457,SM 1,H,297.3,308.7,1478,47.6,98,No Failure
458,SM 3,L,297.4,308.6,1276,53.6,103,No Failure
459,SM 3,L,297.3,308.6,1486,42.6,105,No Failure
460,SM 3,L,297.4,308.6,1476,42.3,107,No Failure
461,SM 1,H,297.3,308.6,1431,42,109,No Failure
462,SM 3,L,297.4,308.7,1402,40.2,114,No Failure
463,SM 3,L,297.4,308.7,1433,43.4,116,No Failure
464,SM 3,L,297.4,308.7,2874,4.2,118,Power Failure
465,SM 3,L,297.3,308.6,1511,35.7,120,No Failure
466,NED 15,M,297.3,308.6,1456,42.9,122,No Failure
467,SM 3,L,297.2,308.5,1550,41.5,125,No Failure
468,SM 3,L,297.2,308.5,2182,16.5,127,No Failure
469,SM 3,L,297.3,308.7,1619,31.6,129,No Failure
470,NED 15,M,297.3,308.8,1586,32.7,131,No Failure
471,SM 1,H,297.3,308.8,1499,44.2,134,No Failure
472,SM 1,H,297.3,308.8,1419,42.4,139,No Failure
473,NED 15,M,297.4,309,1497,41.8,144,No Failure
474,M15068,M,297.4,309,1520,37,147,No Failure
475,SM 3,L,297.4,309.1,1478,49.8,150,No Failure
476,SM 3,L,297.4,309.1,1380,41.1,152,No Failure
477,SM 3,L,297.4,309,1570,37.9,154,No Failure
478,SM 1,H,297.4,309,1468,41.4,156,No Failure
479,SM 3,L,297.4,309,1833,22.6,161,No Failure
480,NED 15,M,297.4,308.9,1323,57.3,163,No Failure
481,SM 3,L,297.4,309,1583,32,166,No Failure
482,NED 15,M,297.3,309,1556,39.5,168,No Failure
483,SM 3,L,297.3,309,1548,37.4,171,No Failure
484,SM 3,L,297.4,309,1324,56.9,173,No Failure
485,SM 3,L,297.4,309,1568,33.7,175,No Failure
486,NED 15,M,297.4,309,1685,30.7,177,No Failure
487,NED 15,M,297.4,309.1,1582,35.9,180,No Failure
488,NED 15,M,297.4,309.1,1463,35,183,No Failure
489,SM 3,L,297.4,309.2,1584,42.8,186,No Failure
490,NED 15,M,297.5,309.2,1347,55.8,188,No Failure
491,SM 3,L,297.4,309.2,1459,37.9,191,No Failure
492,SM 3,L,297.4,309.2,1420,45.6,193,No Failure
493,SM 3,L,297.5,309.3,1404,43.5,195,No Failure
494,SM 3,L,297.5,309.3,1470,38.8,197,No Failure
495,SM 3,L,297.6,309.4,1326,49.8,199,No Failure
496,SM 1,H,297.5,309.3,1459,49.7,201,No Failure
497,M15069,M,297.5,309.2,1530,40,206,No Failure
498,SM 3,L,297.4,309,1505,39.2,209,No Failure
499,SM 3,L,297.5,309.1,1611,30.2,211,No Failure
500,SM 3,L,297.5,309.1,1515,35.1,213,No Failure
501,NED 15,M,297.5,309.2,1804,27.4,215,No Failure
502,NED 15,M,297.6,309.3,1464,46.2,218,No Failure
503,SM 3,L,297.6,309.2,1390,43.3,221,No Failure
504,NED 15,M,297.6,309.2,1442,48.1,0,No Failure
505,NED 15,M,297.6,309.3,1529,41.9,3,No Failure
506,SM 3,L,297.6,309.3,1610,35,6,No Failure
507,SM 3,L,297.6,309.3,1543,34.3,8,No Failure
508,SM 1,H,297.8,309.4,1445,48.2,10,No Failure
509,SM 3,L,297.7,309.3,1893,24.6,15,No Failure
510,NED 15,M,297.6,309.3,1415,41.3,17,No Failure
511,SM 3,L,297.5,309.3,1564,37.5,20,No Failure
512,SM 3,L,297.5,309.3,1479,39.4,22,No Failure
513,SM 3,L,297.5,309.2,1426,44.8,24,No Failure
514,SM 3,L,297.4,309.2,1428,38.8,26,No Failure
515,SM 3,L,297.4,309.2,1620,33.2,28,No Failure
516,SM 3,L,297.5,309.2,1715,28,30,No Failure
517,SM 3,L,297.5,309.3,1732,29.9,32,No Failure
518,NED 15,M,297.5,309.4,1391,58.2,34,No Failure
519,SM 3,L,297.6,309.5,1924,20.6,37,No Failure
520,M15070,M,297.7,309.5,2027,19.8,39,No Failure
521,SM 3,L,297.6,309.5,1617,36.2,42,No Failure
522,SM 3,L,297.5,309.4,1497,35.8,44,No Failure
523,NED 15,M,297.5,309.5,1448,43.7,46,No Failure
524,SM 3,L,297.4,309.4,1401,45.9,49,No Failure
525,SM 3,L,297.4,309.4,1620,35.4,51,No Failure
526,SM 3,L,297.4,309.4,1466,45.5,53,No Failure
527,SM 3,L,297.6,309.5,1373,50.6,55,No Failure
528,NED 15,M,297.6,309.6,1592,35.8,57,No Failure
529,NED 15,M,297.5,309.5,1553,42.4,60,No Failure
530,SM 3,L,297.6,309.5,1569,36.2,63,No Failure
531,NED 15,M,297.6,309.5,1709,32.2,65,No Failure
532,SM 3,L,297.6,309.5,1549,34.9,68,No Failure
533,SM 3,L,297.5,309.4,1443,45.4,70,No Failure
534,SM 3,L,297.5,309.3,1675,29.8,72,No Failure
535,SM 3,L,297.5,309.3,1623,33.4,74,No Failure
536,SM 1,H,297.4,309.3,1365,52.4,76,No Failure
537,SM 3,L,297.4,309.3,1759,24.8,81,No Failure
538,SM 1,H,297.4,309.3,1516,43,83,No Failure
539,NED 15,M,297.4,309.3,1499,36.8,88,No Failure
540,NED 15,M,297.4,309.3,1775,25.8,91,No Failure
541,SM 3,L,297.4,309.4,1473,45.5,94,No Failure
542,SM 3,L,297.4,309.4,1296,52.3,96,No Failure
543,SM 3,L,297.5,309.4,1803,24.7,98,No Failure
544,SM 1,H,297.5,309.3,1563,36.1,100,No Failure
545,M15071,M,297.5,309.4,1831,26.6,105,No Failure
546,SM 3,L,297.6,309.4,1958,22.1,108,No Failure
547,SM 3,L,297.5,309.4,1809,24.3,110,No Failure
548,NED 15,M,297.5,309.4,1482,39.3,112,No Failure
549,SM 3,L,297.4,309.3,1332,53.2,115,No Failure
550,SM 3,L,297.4,309.2,1437,40.4,117,No Failure
551,SM 3,L,297.4,309.2,1698,29.4,119,No Failure
552,SM 3,L,297.4,309.2,1274,54.3,121,No Failure
553,NED 15,M,297.4,309.3,1622,35,123,No Failure
554,NED 15,M,297.4,309.3,1564,36,126,No Failure
555,SM 1,H,297.5,309.4,1368,45.3,129,No Failure
556,NED 15,M,297.4,309.4,1539,42.2,134,No Failure
557,SM 3,L,297.5,309.4,1357,50.1,137,No Failure
558,NED 15,M,297.5,309.4,1433,48.3,139,No Failure
559,SM 3,L,297.5,309.4,1650,34.6,142,No Failure
560,SM 3,L,297.5,309.4,1503,40.6,144,No Failure
561,SM 3,L,297.5,309.4,1318,58.2,146,No Failure
562,NED 15,M,297.5,309.4,1678,34.4,148,No Failure
563,SM 3,L,297.6,309.5,1574,30.9,151,No Failure
564,SM 3,L,297.7,309.6,1529,35.2,153,No Failure
565,SM 1,H,297.6,309.6,1669,32.1,155,No Failure
566,SM 1,H,297.7,309.7,1570,35.8,160,No Failure
567,M15072,M,297.6,309.7,1541,33.7,165,No Failure
568,NED 15,M,297.7,309.7,1680,30.2,168,No Failure
569,SM 3,L,297.8,309.7,1935,22.1,171,No Failure
570,NED 15,M,297.7,309.6,1596,35.2,173,No Failure
571,SM 3,L,297.7,309.7,1498,41,176,No Failure
572,NED 15,M,297.8,309.8,1676,29,178,No Failure
573,SM 3,L,297.8,309.9,1351,49,181,No Failure
574,SM 3,L,297.9,309.9,1472,45,183,No Failure
575,NED 15,M,297.9,310,1439,41.7,185,No Failure
576,NED 15,M,297.9,309.9,1410,55.4,188,No Failure
577,SM 1,H,297.7,309.7,1440,51.1,191,No Failure
578,SM 3,L,297.7,309.7,1591,37.7,196,No Failure
579,SM 3,L,297.8,309.8,1533,36.8,198,No Failure
580,NED 15,M,297.8,309.7,1700,31.3,200,No Failure
581,M15073,M,297.8,309.8,1798,25.5,203,No Failure
582,SM 3,L,297.8,309.7,1394,42.9,206,No Failure
583,SM 3,L,297.8,309.7,1341,49.2,208,No Failure
584,SM 1,H,297.7,309.6,1697,32.2,210,No Failure
585,SM 1,H,297.6,309.6,1419,48.2,215,No Failure
586,SM 3,L,297.6,309.5,2001,20.5,220,No Failure
587,SM 3,L,297.6,309.6,1501,49.8,222,Overstrain Failure
588,SM 1,H,297.6,309.5,1623,33.1,224,No Failure
589,SM 3,L,297.6,309.4,1628,33.4,229,No Failure
590,SM 3,L,297.6,309.4,1491,40.2,231,No Failure
591,SM 3,L,297.5,309.4,1517,36.7,233,No Failure
592,SM 1,H,297.5,309.3,1525,41.7,235,No Failure
593,SM 1,H,297.5,309.5,1668,27.9,240,No Failure
594,SM 3,L,297.5,309.6,1312,50.7,0,No Failure
595,SM 1,H,297.6,309.6,1278,50.4,2,No Failure
596,NED 15,M,297.6,309.6,1330,53.1,7,No Failure
597,NED 15,M,297.6,309.6,1530,37.3,10,No Failure
598,SM 1,H,297.6,309.6,1428,46.6,13,No Failure
599,SM 3,L,297.7,309.6,1480,47.9,18,No Failure
600,SM 1,H,297.7,309.7,1616,31.1,20,No Failure
601,SM 3,L,297.8,309.7,1547,37.3,25,No Failure
602,SM 3,L,297.9,309.7,2194,16.8,27,No Failure
603,SM 3,L,297.9,309.8,2000,21.3,29,No Failure
604,SM 3,L,297.9,309.8,1336,71.6,31,Power Failure
605,SM 3,L,297.9,309.9,1542,33.8,33,No Failure
606,NED 15,M,297.9,309.8,1693,29.9,35,No Failure
607,SM 3,L,297.9,309.8,1461,50.5,38,No Failure
608,NED 15,M,298,309.9,1565,33.9,40,No Failure
609,SM 3,L,298,309.9,1403,47.7,43,No Failure
610,SM 3,L,298.1,309.9,1629,32.5,45,No Failure
611,SM 3,L,298.1,310,1534,33.7,47,No Failure
612,SM 3,L,298.1,310,1553,40.9,49,No Failure
613,SM 3,L,298.1,309.9,1563,32.8,51,No Failure
614,SM 3,L,298.1,309.9,1634,30,53,No Failure
615,NED 15,M,298,309.9,1445,45.2,55,No Failure
616,SM 3,L,298.1,309.9,1642,30.4,58,No Failure
617,SM 1,H,298.1,309.9,1686,29.1,60,No Failure
618,NED 15,M,298.1,310,1393,43.1,65,No Failure
619,SM 1,H,298.2,310,1433,44.2,68,No Failure
620,SM 3,L,298.3,310,1507,44.7,73,No Failure
621,M15074,M,298.3,310.1,1389,49.6,75,No Failure
622,SM 3,L,298.3,310.1,1408,45.3,78,No Failure
623,NED 15,M,298.4,310.2,1725,32,80,No Failure
624,SM 3,L,298.4,310.1,1926,23.7,83,No Failure
625,SM 1,H,298.3,310.1,1509,37.6,85,No Failure
626,SM 3,L,298.3,310.1,1545,36.3,90,No Failure
627,SM 3,L,298.4,310.1,1533,35.2,92,No Failure
628,SM 3,L,298.4,310.1,1455,42.2,94,No Failure
629,NED 15,M,298.4,310.1,1335,57.8,96,No Failure
630,SM 3,L,298.3,310.1,1523,45.9,99,No Failure
631,SM 3,L,298.3,310,1460,47.6,101,No Failure
632,SM 3,L,298.4,310,1554,37.3,103,No Failure
633,SM 1,H,298.3,310,1419,47.1,105,No Failure
634,SM 3,L,298.3,310,1442,43.9,110,No Failure
635,SM 3,L,298.3,309.9,1507,41.6,112,No Failure
636,SM 3,L,298.3,310,1858,23.9,114,No Failure
637,SM 3,L,298.3,309.9,1463,43.9,116,No Failure
638,SM 3,L,298.2,309.7,1585,37.4,118,No Failure
639,SM 3,L,298,309.6,1536,37.3,120,No Failure
640,SM 3,L,298,309.6,1403,51.3,122,No Failure
641,NED 15,M,297.9,309.6,1515,38.8,124,No Failure
642,SM 3,L,297.9,309.5,1390,47.9,127,No Failure
643,NED 15,M,297.8,309.4,1226,58.7,129,No Failure
644,NED 15,M,297.8,309.4,1495,36.5,132,No Failure
645,SM 1,H,297.7,309.4,1608,30.2,135,No Failure
646,SM 3,L,297.7,309.4,1392,44.1,140,No Failure
647,NED 15,M,297.7,309.4,1461,43.7,142,No Failure
648,SM 3,L,297.7,309.3,1559,36.9,145,No Failure
649,SM 1,H,297.7,309.3,1400,48.9,147,No Failure
650,M15075,M,297.7,309.2,1732,28.8,152,No Failure
651,SM 3,L,297.6,309.2,1611,33.1,155,No Failure
652,SM 3,L,297.6,309.1,1503,38.9,157,No Failure
653,SM 3,L,297.7,309.2,1391,44.5,159,No Failure
654,SM 3,L,297.8,309.3,2015,20.1,161,No Failure
655,SM 3,L,297.8,309.2,1683,30.9,163,No Failure
656,SM 3,L,297.7,309.1,1435,38.8,165,No Failure
657,NED 15,M,297.7,309.1,1732,28.1,167,No Failure
658,SM 3,L,297.7,309.2,1365,58.6,170,No Failure
659,SM 3,L,297.7,309.1,1562,36.8,172,No Failure
660,SM 3,L,297.6,309.1,1449,49.1,174,No Failure
661,NED 15,M,297.7,309.2,1700,27.4,176,No Failure
662,NED 15,M,297.6,309,1427,45.6,179,No Failure
663,NED 15,M,297.6,308.9,1479,38.1,182,No Failure
664,SM 3,L,297.5,308.9,1469,44,185,No Failure
665,SM 3,L,297.5,308.9,1390,47.4,187,No Failure
666,SM 3,L,297.5,308.9,1729,28.1,189,No Failure
667,SM 3,L,297.5,309,1470,43.5,191,No Failure
668,SM 3,L,297.5,308.9,1459,48.5,193,No Failure
669,SM 3,L,297.5,308.9,1738,24,195,No Failure
670,SM 1,H,297.5,308.9,1471,37.7,197,No Failure
671,SM 3,L,297.6,309,1822,25.4,202,No Failure
672,SM 3,L,297.5,308.9,1554,34.8,204,No Failure
673,NED 15,M,297.6,308.9,1433,43.2,206,No Failure
674,SM 3,L,297.6,308.9,1449,47.7,209,No Failure
675,SM 3,L,297.8,309,1456,41.2,0,No Failure
676,NED 15,M,297.8,309.1,1424,45.5,2,No Failure
677,SM 1,H,297.9,309.2,1577,34.7,5,No Failure
678,SM 3,L,297.9,309.2,1478,39.7,10,No Failure
679,M15076,M,297.8,309.2,1295,61.2,12,No Failure
680,SM 3,L,297.8,309.2,1372,47.3,15,No Failure
681,NED 15,M,297.8,309.1,1432,42.6,17,No Failure
682,NED 15,M,297.7,309,1656,33.2,20,No Failure
683,SM 1,H,297.8,309,1410,48.8,23,No Failure
684,SM 3,L,297.7,309,1874,24.4,28,No Failure
685,SM 3,L,297.7,309,1538,43.2,30,No Failure
686,NED 15,M,297.7,309,1636,29.7,32,No Failure
687,NED 15,M,297.7,309,1504,40.4,35,No Failure
688,NED 15,M,297.7,309,1531,42.4,38,No Failure
689,SM 1,H,297.6,309,1735,26.4,41,No Failure
690,SM 1,H,297.6,309,1354,55.6,46,No Failure
691,SM 1,H,297.6,309,1413,40.2,51,No Failure
692,SM 3,L,297.7,309.1,1563,39.3,56,No Failure
693,SM 3,L,297.7,309.1,1479,42.1,58,No Failure
694,SM 3,L,297.7,309.1,1477,38.3,60,No Failure
695,SM 3,L,297.6,309.1,1394,50,62,No Failure
696,SM 3,L,297.6,309,1487,45.4,64,No Failure
697,NED 15,M,297.6,309,1815,25.3,66,No Failure
698,M15077,M,297.6,308.8,1453,39.7,69,No Failure
699,SM 3,L,297.6,308.8,1539,40.2,72,No Failure
700,SM 1,H,297.5,308.7,1416,39.2,74,No Failure
701,NED 15,M,297.6,308.8,1683,31.6,79,No Failure
702,SM 3,L,297.7,308.8,1515,40.1,82,No Failure
703,NED 15,M,297.7,308.9,1531,48.3,84,No Failure
704,SM 1,H,297.7,308.9,1479,40.9,87,No Failure
705,SM 3,L,297.7,308.9,1516,33.7,92,No Failure
706,SM 3,L,297.7,309,1507,38.2,94,No Failure
707,NED 15,M,297.8,309,1434,43.3,96,No Failure
708,SM 3,L,297.7,308.9,1838,27.3,99,No Failure
709,NED 15,M,297.6,308.8,1416,45.9,101,No Failure
710,NED 15,M,297.6,308.8,1357,49.7,104,No Failure
711,NED 15,M,297.5,308.7,1697,28.1,107,No Failure
712,SM 3,L,297.5,308.7,1443,46.2,110,No Failure
713,SM 3,L,297.5,308.7,1453,37.6,112,No Failure
714,SM 3,L,297.4,308.6,1439,46.4,114,No Failure
715,SM 3,L,297.4,308.6,1609,36.2,116,No Failure
716,SM 3,L,297.4,308.6,1324,59.1,118,No Failure
717,SM 1,H,297.4,308.6,1420,45.8,120,No Failure
718,SM 3,L,297.4,308.7,1545,36.9,125,No Failure
719,SM 3,L,297.5,308.8,1477,39,127,No Failure
720,SM 3,L,297.4,308.8,1447,58.1,129,No Failure
721,SM 3,L,297.4,308.9,1809,23.8,131,No Failure
722,SM 3,L,297.5,308.9,1696,30.9,133,No Failure
723,SM 3,L,297.5,308.9,1427,44.7,135,No Failure
724,M15078,M,297.4,308.9,1500,46.3,137,No Failure
725,SM 3,L,297.5,308.9,1390,44.6,140,No Failure
726,SM 3,L,297.4,308.8,1640,34.2,142,No Failure
727,NED 15,M,297.4,308.8,1628,37.4,144,No Failure
728,SM 1,H,297.3,308.6,1499,37.6,147,No Failure
729,NED 15,M,297.4,308.7,1425,50.3,152,No Failure
730,SM 3,L,297.3,308.6,1586,37.7,155,No Failure
731,NED 15,M,297.3,308.6,1471,50.7,157,No Failure
732,NED 15,M,297.3,308.6,1431,53,160,No Failure
733,SM 3,L,297.2,308.6,1924,22.1,163,No Failure
734,NED 15,M,297.1,308.4,1421,42,165,No Failure
735,SM 1,H,297,308.4,1305,54.6,168,No Failure
736,SM 3,L,296.9,308.4,1557,32.4,173,No Failure
737,SM 3,L,296.9,308.3,1555,38.2,175,No Failure
738,SM 1,H,296.9,308.3,1474,39.2,177,No Failure
739,SM 3,L,296.8,308.3,1506,45.9,182,No Failure
740,SM 3,L,296.9,308.4,1390,41.8,184,No Failure
741,NED 15,M,296.9,308.4,1450,46.9,186,No Failure
742,SM 3,L,296.9,308.3,1513,38.8,189,No Failure
743,SM 3,L,296.8,308.2,1643,34.7,191,No Failure
744,SM 3,L,296.8,308.2,1361,53.8,193,No Failure
745,SM 3,L,296.7,308.1,1450,40.9,195,No Failure
746,SM 3,L,296.7,308,1451,50.7,197,No Failure
747,SM 3,L,296.8,308.1,1289,62,199,Overstrain Failure
748,SM 3,L,296.8,308.1,1356,48.3,201,No Failure
749,SM 1,H,296.7,308.1,1528,46.3,203,No Failure
750,SM 3,L,296.6,308,1978,22.3,208,No Failure
751,SM 3,L,296.7,308,1535,36.8,210,No Failure
752,M15079,M,296.8,308.1,1843,24.2,212,No Failure
753,SM 3,L,296.9,308.1,1422,48.7,215,No Failure
754,SM 3,L,296.8,308,1536,40.4,217,No Failure
755,NED 15,M,296.9,308.1,1483,44.3,219,No Failure
756,SM 1,H,296.8,308.1,1492,43.7,222,No Failure
757,SM 3,L,296.8,308,1584,40.4,227,No Failure
758,SM 3,L,296.9,308.1,1555,33.7,229,No Failure
759,SM 3,L,296.8,308,1497,41.7,231,No Failure
760,NED 15,M,296.7,307.8,1537,36.3,233,No Failure
761,SM 3,L,296.7,307.8,1505,39.4,236,No Failure
762,SM 3,L,296.7,307.8,1646,34.6,238,No Failure
763,NED 15,M,296.7,307.8,1286,60.5,0,No Failure
764,SM 3,L,296.7,307.8,1400,47.5,3,No Failure
765,SM 3,L,296.8,307.9,1337,56.5,5,No Failure
766,SM 3,L,296.9,308,1332,53.9,7,No Failure
767,SM 3,L,296.8,308,1561,38.3,9,No Failure
768,SM 3,L,296.9,308,1546,31.1,11,No Failure
769,SM 3,L,296.9,308,1713,29.3,13,No Failure
770,SM 3,L,296.9,308,1343,44.5,15,No Failure
771,SM 3,L,296.8,308,1391,54.4,17,No Failure
772,SM 1,H,296.8,308,1311,58.6,19,No Failure
773,SM 1,H,296.8,308,1453,51,24,No Failure
774,SM 3,L,296.8,308,1510,39.4,29,No Failure
775,SM 3,L,296.8,307.9,1448,48.8,31,No Failure
776,SM 3,L,296.7,307.8,1453,46,33,No Failure
777,SM 3,L,296.7,307.8,1468,39.2,35,No Failure
778,SM 3,L,296.7,307.8,1382,47.5,37,No Failure
779,SM 3,L,296.7,308,1580,32.2,39,No Failure
780,SM 3,L,296.8,308,1666,29.8,41,No Failure
781,NED 15,M,296.9,308,1409,50.7,43,No Failure
782,SM 3,L,296.8,308,1675,29.7,46,No Failure
783,SM 3,L,296.8,307.9,1698,30.8,48,No Failure
784,SM 1,H,296.7,307.9,1579,33.4,50,No Failure
785,SM 3,L,296.7,307.9,1743,27.9,55,No Failure
786,NED 15,M,296.9,308,1497,44.8,57,No Failure
787,SM 3,L,296.9,308.1,1741,28.8,60,No Failure
788,SM 3,L,296.9,308.1,1435,45.3,62,No Failure
789,NED 15,M,296.9,308.1,1440,46.3,64,No Failure
790,M15080,M,296.9,308,1641,33.3,67,No Failure
791,SM 3,L,296.8,307.9,1420,45.4,70,No Failure
792,SM 3,L,296.8,307.9,1611,35.4,72,No Failure
793,SM 3,L,296.8,307.8,1373,42.9,74,No Failure
794,NED 15,M,296.8,307.9,1683,31.8,76,No Failure
795,SM 1,H,296.9,307.9,1547,32.6,79,No Failure
796,SM 3,L,296.9,307.8,1605,37,84,No Failure
797,NED 15,M,296.9,307.9,2010,18.9,86,No Failure
798,SM 3,L,296.8,307.7,1565,40.1,89,No Failure
799,NED 15,M,296.9,307.8,1828,24.6,91,No Failure
800,NED 15,M,297,307.8,1579,34.1,94,No Failure
801,NED 15,M,297,307.9,1882,24.2,97,No Failure
802,SM 3,L,296.9,307.8,1285,52.1,100,No Failure
803,SM 3,L,296.9,307.8,1571,35,102,No Failure
804,SM 1,H,296.9,307.8,1549,37.8,104,No Failure
805,NED 15,M,296.9,307.8,1544,37.6,109,No Failure
806,M15081,M,297,307.9,1412,47.4,112,No Failure
807,NED 15,M,297,307.9,1422,53,115,No Failure
808,SM 3,L,297,307.7,1867,22.8,118,No Failure
809,SM 3,L,296.9,307.7,1424,43.3,120,No Failure
810,SM 3,L,296.9,307.6,1452,45.7,122,No Failure
811,SM 3,L,296.9,307.7,1550,39.7,124,No Failure
812,SM 3,L,296.8,307.6,1588,37.6,126,No Failure
813,SM 3,L,296.8,307.6,1338,44.4,128,No Failure
814,SM 3,L,296.8,307.6,1513,40,130,No Failure
815,NED 15,M,296.8,307.5,1470,45.9,132,No Failure
816,NED 15,M,296.8,307.5,1516,36.7,135,No Failure
817,SM 3,L,296.8,307.6,1434,48.3,138,No Failure
818,SM 3,L,296.8,307.6,1368,52,140,No Failure
819,SM 3,L,296.8,307.6,1304,48.7,142,No Failure
820,SM 3,L,296.8,307.6,1398,46.7,144,No Failure
821,SM 3,L,296.7,307.6,1516,37.4,146,No Failure
822,SM 3,L,296.7,307.6,1474,41.7,148,No Failure
823,NED 15,M,296.7,307.6,1547,34.7,150,No Failure
824,NED 15,M,296.6,307.5,1482,39.9,153,No Failure
825,SM 3,L,296.6,307.4,1436,42.8,156,No Failure
826,SM 3,L,296.6,307.3,1474,40,158,No Failure
827,SM 3,L,296.5,307.2,1481,38.2,160,No Failure
828,SM 3,L,296.5,307.3,1501,42.1,162,No Failure
829,SM 3,L,296.5,307.3,1566,37.2,164,No Failure
830,SM 3,L,296.5,307.3,1579,34.5,166,No Failure
831,SM 3,L,296.6,307.4,1631,35,168,No Failure
832,NED 15,M,296.6,307.4,1544,42.3,170,No Failure
833,SM 4,L,296.6,307.4,1521,38.6,173,No Failure
834,SM 4,L,296.6,307.4,1616,28,175,No Failure
835,SM 1,H,296.6,307.4,1333,50.2,177,No Failure
836,M15082,M,296.7,307.4,1533,32.5,182,No Failure
837,SM 4,L,296.6,307.4,1368,45.1,185,No Failure
838,SM 4,L,296.6,307.4,1465,47.8,187,No Failure
839,SM 1,H,296.6,307.4,1406,41.5,189,No Failure
840,NED 15,M,296.5,307.4,1565,43.5,194,No Failure
841,SM 4,L,296.6,307.5,1582,37.9,197,No Failure
842,SM 4,L,296.6,307.5,1439,45.5,199,No Failure
843,NED 15,M,296.6,307.5,1566,35,201,No Failure
844,SM 4,L,296.6,307.5,1485,42.7,204,No Failure
845,SM 4,L,296.5,307.5,1566,35.1,206,No Failure
846,SM 4,L,296.3,307.3,1439,41.5,208,No Failure
847,NED 15,M,296.4,307.4,1416,50,210,No Failure
848,SM 4,L,296.4,307.4,2833,5.6,213,Power Failure
849,SM 4,L,296.3,307.4,1465,47.1,215,No Failure
850,SM 1,H,296.4,307.4,1586,35.5,0,No Failure
851,SM 4,L,296.3,307.3,1567,31.4,5,No Failure
852,NED 15,M,296.2,307.2,1389,48.6,7,No Failure
853,NED 15,M,296.3,307.3,1368,49.5,10,No Failure
854,SM 4,L,296.3,307.3,1444,49,13,No Failure
855,NED 15,M,296.3,307.3,1498,41.6,15,No Failure
856,SM 4,L,296.1,307.2,1615,30.8,18,No Failure
857,SM 4,L,296.1,307.1,1898,22.7,20,No Failure
858,M15083,M,296.1,307.1,1350,53.3,22,No Failure
859,NED 15,M,296.2,307,1516,37.6,25,No Failure
860,SM 1,H,296.2,307,1542,40.6,28,No Failure
861,SM 1,H,296.1,306.9,1541,32.6,33,No Failure
862,NED 15,M,296.1,306.9,1951,23.3,38,No Failure
863,SM 1,H,296.1,306.8,1645,31,41,No Failure
864,SM 4,L,296,306.7,1416,44.2,46,No Failure
865,NED 15,M,296,306.7,2044,22.3,48,No Failure
866,SM 4,L,295.9,306.6,1414,50.2,51,No Failure
867,SM 4,L,295.9,306.6,1678,26.7,53,No Failure
868,SM 1,H,295.9,306.5,1594,33.2,55,No Failure
869,NED 15,M,295.8,306.5,1514,37.7,60,No Failure
870,SM 4,L,295.8,306.5,1358,49.2,63,No Failure
871,SM 4,L,295.8,306.4,1325,56.2,65,No Failure
872,SM 4,L,295.8,306.4,1339,53.2,67,No Failure
873,NED 15,M,295.8,306.4,1335,51.7,69,No Failure
874,SM 4,L,295.9,306.4,1892,21.7,72,No Failure
875,SM 4,L,295.9,306.4,1575,28.5,74,No Failure
876,NED 15,M,295.8,306.3,1444,45.5,76,No Failure
877,SM 4,L,295.7,306.3,1915,22.4,79,No Failure
878,M15084,M,295.6,306.2,1584,33.6,81,No Failure
879,NED 15,M,295.7,306.3,1685,34.9,84,No Failure
880,SM 4,L,295.8,306.3,1337,54.6,87,No Failure
881,NED 15,M,295.8,306.3,1235,76.2,89,Power Failure
882,SM 4,L,295.7,306.2,1464,46.2,92,No Failure
883,NED 15,M,295.7,306.2,1739,25.9,94,No Failure
884,SM 4,L,295.7,306.3,1490,34.3,97,No Failure
885,SM 4,L,295.8,306.4,1356,48,99,No Failure
886,SM 4,L,295.7,306.2,1397,52,101,No Failure
887,SM 4,L,295.7,306.2,1458,40.6,103,No Failure
888,SM 1,H,295.7,306.2,2161,16.5,105,No Failure
889,NED 15,M,295.6,306.1,1651,28.1,110,No Failure
890,SM 4,L,295.6,306.1,1389,46.2,113,No Failure
891,SM 4,L,295.6,306,1370,52.4,115,No Failure
892,SM 4,L,295.7,306.1,1408,47.9,117,No Failure
893,SM 4,L,295.7,306.1,1343,54.4,119,No Failure
894,NED 15,M,295.7,306.2,1423,42.5,121,No Failure
895,SM 4,L,295.6,306.2,1426,48.6,124,No Failure
896,NED 15,M,295.6,306.2,1435,51.6,126,No Failure
897,SM 4,L,295.5,306.1,1573,35.1,129,No Failure
898,SM 4,L,295.6,306.2,1612,31.2,131,No Failure
899,SM 4,L,295.6,306.2,1446,49.9,133,No Failure
900,SM 1,H,295.6,306.2,1329,55.3,135,No Failure
901,SM 4,L,295.6,306.2,1569,35.1,140,No Failure
902,SM 1,H,295.6,306.1,1256,62.3,142,No Failure
903,SM 4,L,295.6,306.1,1383,48.7,147,No Failure
904,SM 4,L,295.7,306.2,2270,14.6,149,Power Failure
905,SM 1,H,295.7,306.2,1458,49.8,151,No Failure
906,SM 4,L,295.6,306.1,1474,41.2,156,No Failure
907,M15085,M,295.6,306.1,1462,49.2,158,No Failure
908,NED 15,M,295.6,306.1,1669,29,161,No Failure
909,NED 15,M,295.5,306.1,1822,24.3,164,No Failure
910,SM 4,L,295.5,306,1456,39.2,167,No Failure
